"journal_name","ISSN","JIF_2022","JCR_abbreviation","eISSN","category","total_citations","JIF_rank","JIF_5_year","JIF_5_year_quartile","JIF_without_self_cites","immediacy_index","journal_frequency"
"Studies in Second Language Learning and Teaching","2083-5205",3.4,"STUD SECOND LANG LE","2084-1965","LINGUISTICS - SSCI",1220," 20/194 ",4.7,"Q1",3.3,1.2,1
"Studies in Self-Access Learning Journal","2185-3762",0.8,"STUD SELF-ACCESS LEA","2185-3762","EDUCATION & EDUCATIONAL RESEARCH - ESCI",148," N/A ",0.6,NA,0.4,0.2,1
"Studies in Social Justice","1911-4788",1,"STUD SOC JUSTICE","1911-4788","POLITICAL SCIENCE - ESCI",344," N/A ",1,NA,0.9,1.5,2
"Studies in the Education of Adults-NIACE","0266-0830",1.7,"STUD ED ADULTS-NIACE","1478-9833","EDUCATION & EDUCATIONAL RESEARCH - ESCI",346," N/A ",1.4,NA,1.4,0.1,1
"Studii de Lingvistica","2248-2547",0.1,"STUD LINGVIST","2284-5437","LANGUAGE & LINGUISTICS - ESCI",12," N/A ",0.2,NA,0.1,0,1
"Studijne Zvesti Archeologickeho Ustavu Slovenskej Akademie Vied","0560-2793",0.2,"STUD ZVESTI ARCHEOL","0560-2793","ARCHAEOLOGY - ESCI",73," N/A ",0.2,NA,0.2,0,1
"Studying Teacher Education","1742-5964",1.6,"STUD TEACH EDUC","1742-5972","EDUCATION & EDUCATIONAL RESEARCH - ESCI",482," N/A ",1.4,NA,0.9,0,1
"Subjectivity","1755-6341",0.5,"SUBJECTIVITY","1755-635X","SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",502," N/A ",1,NA,0.4,0.5,1
"Substance Abuse","0889-7077",3.5,"SUBST ABUS","1547-0164","SUBSTANCE ABUSE - SCIE",2878," 11/21 ",3.5,"Q3",3.4,0.7,2
"Substance Abuse Treatment Prevention and Policy",NA,3.3,"SUBST ABUSE TREAT PR","1747-597X","SUBSTANCE ABUSE - SSCI",2005," 20/38 ",3.5,"Q2",3.2,0.4,1
"Substance Abuse and Rehabilitation","1179-8467",1.8,"SUBST ABUSE REHABIL","1179-8467","SUBSTANCE ABUSE - ESCI",537," N/A ",6.3,NA,1.8,0.7,1
"Substance Abuse-Research and Treatment","1178-2218",2.1,"SUBST ABUS-RES TREAT","1178-2218","SUBSTANCE ABUSE - ESCI",640," N/A ",2.9,NA,2,0.3,1
"Sucht-Zeitschrift fur Wissenschaft und Praxis","0939-5911",1.8,"SUCHT","1664-2856","SUBSTANCE ABUSE - ESCI",284," N/A ",1.1,NA,1.4,1.1,1
"Suchttherapie","1439-9903",0.2,"SUCHTTHERAPIE","1439-989X","PSYCHIATRY - SCIE",53," 154/155 ",0.2,"Q4",0.1,0,1
"Sudan Journal of Medical Sciences",NA,0.5,"SUDAN J MED SCI","1858-5051","MEDICINE, GENERAL & INTERNAL - ESCI",127," N/A ",0.4,NA,0.5,0,1
"Sudosteuropa","0722-480X",1,"SUDOSTEUROPA","2364-933X","AREA STUDIES - ESCI",81," N/A ",0.6,NA,1,NA,1
"Suicidology","2224-1264",0.1,"SUICIDOLOGY","2224-1264","PSYCHOLOGY, MULTIDISCIPLINARY - ESCI",24," N/A ",0.1,NA,0.1,NA,1
"Suicidology Online-SOL","2078-5488",0.7,"SUICIDOL ONLINE-SOL","2078-5488","PSYCHOLOGY, MULTIDISCIPLINARY - ESCI",79," N/A ",0.6,NA,0.7,NA,1
"Support for Learning","0268-2141",0.8,"SUPPORT LEARN","1467-9604","EDUCATION, SPECIAL - ESCI",409," N/A ",1,NA,0.8,0.1,1
"Supreme Court Review","0081-9557",2,"SUPREME COURT REV","2158-2459","LAW - SSCI",460," 39/154 ",2.1,"Q1",1.9,0.7,1
"Suranaree Journal of Science and Technology","0858-849X",0.2,"SURANAREE J SCI TECH","0858-849X","MULTIDISCIPLINARY SCIENCES - ESCI",199," N/A ",0.2,NA,0.1,0,1
"Surgery Journal","2378-5128",0.9,"SURG J-NY","2378-5136","SURGERY - ESCI",321," N/A ",1.1,NA,0.9,0.2,1
"Surgery Open Science","2589-8450",1.4,"SURG OPEN SCI","2589-8450","SURGERY - ESCI",131," N/A ",1.4,NA,1.3,0.2,1
"Surgery for Obesity and Related Diseases","1550-7289",3.1,"SURG OBES RELAT DIS","1878-7533","SURGERY - SCIE",8101," 50/213 ",3.6,"Q1",2.7,1.2,1
"Surgical Case Reports","2198-7793",0.8,"SURG CASE REP","2198-7793","SURGERY - ESCI",1066," N/A ",0.8,NA,0.8,0.1,1
"Surgical Infections","1096-2964",2,"SURG INFECT","1557-8674","INFECTIOUS DISEASES - SCIE",3213," 81/96 ",2.4,"Q4",1.9,0.3,2
"Surgical Innovation","1553-3506",1.5,"SURG INNOV","1553-3514","SURGERY - SCIE",1727," 154/213 ",1.7,"Q3",1.5,0.2,1
"Surgical Oncology Clinics of North America","1055-3207",1.9,"SURG ONCOL CLIN N AM","1558-5042","ONCOLOGY - SCIE",1979," 215/241 ",3,"Q3",1.9,0.4,2
"Surgical Practice","1744-1625",0.8,"SURG PRACT","1744-1633","SURGERY - ESCI",121," N/A ",0.4,NA,0.8,0.1,1
"Surgical Techniques Development","2038-9574",0,"SURG TECH DEV","2038-9582","SURGERY - ESCI",3," N/A ",0,NA,0,0.1,1
"Surgical Technology International-International Developments in Surgery and Surgical Research",NA,0.9,"SURG TECHNOL INT","1090-3941","SURGERY - ESCI",1056," N/A ",NA,NA,0.9,NA,1
"Surveillance & Society","1477-7487",2,"SURVEILL SOC","1477-7487","SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",1359," N/A ",2.3,NA,1.6,0.9,1
"Survey Methodology","0714-0045",0.9,"SURV METHODOL",NA,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI",900," 45/53 ",1,"Q4",0.7,0.2,1
"Survey Research Methods","1864-3361",4.8,"SURV RES METHODS-GER","1864-3361","SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI",1096," 8/53 ",4.9,"Q1",4.6,0.4,1
"Sustainability",NA,3.9,"SUSTAINABILITY-BASEL","2071-1050","ENVIRONMENTAL STUDIES - SSCI",187953," 48/128 ",4,"Q2",3.1,1,1
"Sustainability Accounting Management and Policy Journal","2040-8021",4.5,"SUSTAIN ACCOUNT MANA","2040-803X","ENVIRONMENTAL STUDIES - SSCI",1627," 37/128 ",4.7,"Q2",4.2,1.5,1
"Sustainability-Science Practice and Policy",NA,8.5,"SUSTAINABILITY-SCI P","1548-7733","ENVIRONMENTAL STUDIES - ESCI",824," N/A ",NA,NA,7.7,1,1
"Sustainable Production and Consumption","2352-5509",12.1,"SUSTAIN PROD CONSUMP","2352-5509","ENVIRONMENTAL STUDIES - SSCI",9602," 7/128 ",11.1,"Q1",11.2,2.6,1
"Suvremena Lingvistika","0586-0296",0.3,"SUVREM LINGVIST","1847-117X","LANGUAGE & LINGUISTICS - ESCI",53," N/A ",0.5,NA,0.3,0,1
"Swiss Political Science Review","1424-7755",2.1,"SWISS POLIT SCI REV","1662-6370","POLITICAL SCIENCE - SSCI",919," 78/187 ",3.5,"Q1",2,0.9,2
"Symmetry-Basel",NA,2.7,"SYMMETRY-BASEL","2073-8994","MULTIDISCIPLINARY SCIENCES - SCIE",22136," 36/73 ",2.7,"Q2",2.4,0.9,1
"Symploke","1069-0697",0.2,"SYMPLOKE","1534-0627","CULTURAL STUDIES - ESCI",97," N/A ",0.1,NA,0.2,NA,1
"Synergies Mexique","2007-4654",0,"SYNERG MEX","2260-8109","LANGUAGE & LINGUISTICS - ESCI",0," N/A ",0,NA,0,NA,1
"Syntax-A Journal of Theoretical Experimental and Interdisciplinary Research","1368-0005",0.8,"SYNTAX-UK","1467-9612","LANGUAGE & LINGUISTICS - AHCI",429," N/A ",1.1,NA,0.7,0.3,2
"Systematic Reviews",NA,3.7,"SYST REV-LONDON","2046-4053","MEDICINE, GENERAL & INTERNAL - SCIE",17786," 62/169 ",3.8,"Q2",3.7,0.4,1
"Systems",NA,1.9,"SYSTEMS-BASEL","2079-8954","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",1159," 55/110 ",2.5,"Q2",1.6,0.8,1
"Systems Biology in Reproductive Medicine","1939-6368",2.4,"SYST BIOL REPROD MED","1939-6376","ANDROLOGY - SCIE",1407," 4/8 ",2.8,"Q2",2.3,0.6,2
"TD-The Journal for Transdisciplinary Research in Southern Africa","1817-4434",0.3,"TD-J TRANSDISCIPL RE","2415-2005","SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",158," N/A ",0.5,NA,0.3,0,1
"TEACHERS COLLEGE RECORD","0161-4681",1,"TEACH COLL REC","1467-9620","EDUCATION & EDUCATIONAL RESEARCH - SSCI",5199," 242/269 ",1.6,"Q4",1,0.4,1
"TEACHING AND LEARNING IN MEDICINE","1040-1334",2.5,"TEACH LEARN MED","1532-8015","EDUCATION, SCIENTIFIC DISCIPLINES - SCIE",2017," 24/43 ",2.7,"Q3",2.2,0.3,2
"TEACHING AND TEACHER EDUCATION","0742-051X",3.9,"TEACH TEACH EDUC","1879-2480","EDUCATION & EDUCATIONAL RESEARCH - SSCI",15058," 49/269 ",4.8,"Q1",3.4,0.7,1
"TEACHING IN HIGHER EDUCATION","1356-2517",2.6,"TEACH HIGH EDUC","1470-1294","EDUCATION & EDUCATIONAL RESEARCH - SSCI",3330," 118/269 ",2.9,"Q2",2.4,0.8,1
"TEACHING OF PSYCHOLOGY","0098-6283",0.9,"TEACH PSYCHOL","1532-8023","EDUCATION & EDUCATIONAL RESEARCH - SSCI",1689," 245/269 ",1.7,"Q4",0.7,0.3,2
"TEACHING SOCIOLOGY","0092-055X",2.2,"TEACH SOCIOL","1939-862X","EDUCATION & EDUCATIONAL RESEARCH - SSCI",1028," 150/269 ",1.7,"Q4",1.5,0.1,2
"TECHNICAL COMMUNICATION","0049-3155",0.5,"TECH COMMUN-STC",NA,"COMMUNICATION - SSCI",564," 93/96 ",1.6,"Q4",0.4,0.3,1
"TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE","0040-1625",12,"TECHNOL FORECAST SOC","1873-5509","REGIONAL & URBAN PLANNING - SSCI",41192," 2/40 ",12,"Q1",10.7,3.6,1
"TECHNOLOGY AND CULTURE","0040-165X",0.7,"TECHNOL CULT","1097-3729","HISTORY & PHILOSOPHY OF SCIENCE - AHCI",958," N/A ",1,NA,0.6,0.5,3
"TECHNOLOGY AND DISABILITY","1055-4181",0.5,"TECHNOL DISABIL","1878-643X","REHABILITATION - ESCI",356," N/A ",NA,NA,0.4,0.2,1
"TECHNOLOGY AND HEALTH CARE","0928-7329",1.6,"TECHNOL HEALTH CARE","1878-7401","ENGINEERING, BIOMEDICAL - SCIE",1991," 84/96 ",1.5,"Q4",1.4,0.6,2
"TECHNOLOGY IN CANCER RESEARCH & TREATMENT","1533-0346",2.8,"TECHNOL CANCER RES T","1533-0338","ONCOLOGY - SCIE",4611," 168/241 ",3,"Q3",2.8,0.6,1
"TECHNOLOGY IN SOCIETY","0160-791X",9.2,"TECHNOL SOC","1879-3274","SOCIAL ISSUES - SSCI",9254," 3/44 ",8.5,"Q1",7.9,4.1,2
"TELECOMMUNICATIONS POLICY","0308-5961",5.6,"TELECOMMUN POLICY","1879-3258","COMMUNICATION - SSCI",3907," 9/96 ",4.9,"Q1",4.9,2.3,2
"TELEMATICS AND INFORMATICS","0736-5853",8.5,"TELEMAT INFORM",NA,"INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI",8586," 5/84 ",8.9,"Q1",8.1,1,1
"TELOS-Revista de Estudios Interdisciplinarios en Ciencias Sociales","2343-5763",0.4,"TELOS-VEN","1317-0570","SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",89," N/A ",0.3,NA,0.4,0.1,1
"TEORIJA IN PRAKSA","0040-3598",0.4,"TEOR PRAKSA","0040-3598","SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI",214," N/A ",0.4,NA,0.3,0,1
"TERAPEVTICHESKII ARKHIV","0040-3660",0.3,"TERAPEVT ARKH","2309-5342","MEDICINE, GENERAL & INTERNAL - SCIE",783," 163/169 ",0.4,"Q4",0.2,0.1,1
"TERRORISM AND POLITICAL VIOLENCE","0954-6553",2.4,"TERROR POLIT VIOLENC","1556-1836","INTERNATIONAL RELATIONS - SSCI",2516," 29/96 ",2.3,"Q2",2.2,0.8,3
"TESL Canada Journal","0826-435X",0.7,"TESL CAN J","1925-8917","EDUCATION & EDUCATIONAL RESEARCH - ESCI",417," N/A ",1.3,NA,0.6,0.7,1
"TESOL Journal","1056-7941",1.4,"TESOL J","1949-3533","EDUCATION & EDUCATIONAL RESEARCH - ESCI",811," N/A ",NA,NA,1.3,0.1,1
"TESOL QUARTERLY","0039-8322",3.2,"TESOL QUART","1545-7249","EDUCATION & EDUCATIONAL RESEARCH - SSCI",6001," 83/269 ",4.2,"Q1",3,0.7,2
"TEXAS HEART INSTITUTE JOURNAL","0730-2347",0.9,"TEX HEART I J","1526-6702","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE",2116," 139/143 ",1.4,"Q4",0.8,0.2,1
"TEXAS LAW REVIEW","0040-4411",1.6,"TEX LAW REV","1942-857X","LAW - SSCI",1610," 54/154 ",2,"Q2",1.5,0.4,1
"THEORETICAL AND APPLIED GENETICS","0040-5752",5.4,"THEOR APPL GENET","1432-2242","GENETICS & HEREDITY - SCIE",25634," 26/171 ",5.7,"Q1",5,1.2,1
"THEORETICAL CRIMINOLOGY","1362-4806",2.2,"THEOR CRIMINOL","1461-7439","CRIMINOLOGY & PENOLOGY - SSCI",1858," 25/70 ",2.9,"Q1",2,0.7,1
"THEORETICAL LINGUISTICS","0301-4428",0.6,"THEOR LINGUIST","1613-4060","LANGUAGE & LINGUISTICS - AHCI",424," N/A ",1.6,NA,0.6,0.1,2
"THEORETICAL MEDICINE AND BIOETHICS","1386-7415",1.4,"THEOR MED BIOETH","1573-1200","ETHICS - SSCI",665," 31/57 ",1.6,"Q3",1.2,0.3,3
"THEORETICAL POPULATION BIOLOGY","0040-5809",1.4,"THEOR POPUL BIOL","1096-0325","GENETICS & HEREDITY - SCIE",3709," 152/171 ",1.5,"Q4",1.2,0.2,1
"THEORIA","0040-5817",0.5,"THEORIA-NY","1558-5816","SOCIOLOGY - ESCI",369," N/A ",0.5,NA,0.5,0,1
"THEORIA-REVISTA DE TEORIA HISTORIA Y FUNDAMENTOS DE LA CIENCIA","0495-4548",0.6,"THEORIA-SPAIN","2171-679X","HISTORY & PHILOSOPHY OF SCIENCE - AHCI",705," N/A ",0.4,NA,0.5,0.1,1
"THEORY & PSYCHOLOGY","0959-3543",1.2,"THEOR PSYCHOL","1461-7447","PSYCHOLOGY, MULTIDISCIPLINARY - SSCI",1477," 118/147 ",1.5,"Q3",1.1,0.6,1
"THEORY AND DECISION","0040-5833",0.8,"THEOR DECIS","1573-7187","ECONOMICS - SSCI",1511," 334/380 ",1.1,"Q4",0.8,0.3,2
"THEORY AND RESEARCH IN SOCIAL EDUCATION","0093-3104",2.6,"THEOR RES SOC EDUC","2163-1654","EDUCATION & EDUCATIONAL RESEARCH - SSCI",952," 118/269 ",3.8,"Q2",1.8,0.5,1
"THEORY AND SOCIETY","0304-2421",2.9,"THEOR SOC","1573-7853","SOCIOLOGY - SSCI",3715," 39/149 ",3.1,"Q2",2.7,0.4,1
"THEORY CULTURE & SOCIETY","0263-2764",1.7,"THEOR CULT SOC","1460-3616","CULTURAL STUDIES - AHCI",4926," N/A ",2.7,NA,1.6,0.6,2
"THEORY INTO PRACTICE","0040-5841",3.2,"THEOR PRACT","1543-0421","EDUCATION & EDUCATIONAL RESEARCH - SSCI",4109," 83/269 ",3.3,"Q2",3.1,0.5,1
"THERAPEUTIC APHERESIS AND DIALYSIS","1744-9979",1.9,"THER APHER DIAL","1744-9987","HEMATOLOGY - SCIE",1985," 66/79 ",1.7,"Q4",1.7,0.2,2
"THERAPEUTIC DRUG MONITORING","0163-4356",2.5,"THER DRUG MONIT","1536-3694","MEDICAL LABORATORY TECHNOLOGY - SCIE",4449," 13/29 ",2.9,"Q2",2.3,1.3,3
"THERAPEUTISCHE UMSCHAU","0040-5930",0.2,"THER UMSCH","1664-2864","MEDICINE, GENERAL & INTERNAL - ESCI",300," N/A ",0.3,NA,0.2,0.1,1
"THERAPIE","0040-5957",2.6,"THERAPIE","1958-5578","PHARMACOLOGY & PHARMACY - SCIE",1131," 183/278 ",2.1,"Q4",2.4,1,1
"THERIOGENOLOGY","0093-691X",2.8,"THERIOGENOLOGY","1879-3231","REPRODUCTIVE BIOLOGY - SCIE",19980," 19/31 ",2.6,"Q3",2.4,0.6,1
"THINKING & REASONING","1354-6783",2.6,"THINK REASONING","1464-0708","PSYCHOLOGY, EXPERIMENTAL - SSCI",1082," 30/89 ",2.9,"Q2",2.3,0.4,1
"THORACIC AND CARDIOVASCULAR SURGEON","0171-6425",1.5,"THORAC CARDIOV SURG","1439-1902","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE",2291," 125/143 ",1.4,"Q4",1.4,0.4,3
"THORAX","0040-6376",10,"THORAX","1468-3296","RESPIRATORY SYSTEM - SCIE",25358," 7/66 ",10,"Q1",9.8,1.6,1
"THROMBOSIS AND HAEMOSTASIS","0340-6245",6.7,"THROMB HAEMOSTASIS","2567-689X","HEMATOLOGY - SCIE",16952," 16/79 ",5.2,"Q2",6.1,1.2,3
"THROMBOSIS RESEARCH","0049-3848",7.5,"THROMB RES","1879-2472","HEMATOLOGY - SCIE",14905," 14/79 ",5.1,"Q2",7.2,1,3
"THYROID","1050-7256",6.6,"THYROID","1557-9077","ENDOCRINOLOGY & METABOLISM - SCIE",17328," 24/145 ",6.6,"Q1",6.2,1.7,1
"TIDSSKRIFT FOR DEN NORSKE LAEGEFORENING","0029-2001",1.1,"TIDSSKR NORSKE LAEGE","0807-7096","MEDICINE, GENERAL & INTERNAL - ESCI",1332," N/A ",0.9,NA,0.9,1.3,1
"TIDSSKRIFT FOR SAMFUNNSFORSKNING","0040-716X",0.4,"TIDSSKR SAMFUNNSFOR","1504-291X","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",84," 101/110 ",0.4,"Q4",0.4,0,1
"TIJDSCHRIFT VOOR ECONOMISCHE EN SOCIALE GEOGRAFIE","0040-747X",4.8,"TIJDSCHR ECON SOC GE","1467-9663","ECONOMICS - SSCI",1927," 62/380 ",3.4,"Q2",4.7,0.5,1
"TIME & SOCIETY","0961-463X",2,"TIME SOC","1461-7463","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",1144," 50/110 ",1.9,"Q3",1.8,0.5,1
"TOBACCO CONTROL","0964-4563",5.2,"TOB CONTROL","1468-3318","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",10561," 43/207 ",5.7,"Q1",3.8,1.9,4
"TOHOKU JOURNAL OF EXPERIMENTAL MEDICINE","0040-8727",2.2,"TOHOKU J EXP MED","1349-3329","MEDICINE, GENERAL & INTERNAL - SCIE",3732," 104/169 ",2.1,"Q3",2.1,0.4,2
"TOPIA-Canadian Journal of Cultural Studies","1206-0143",0.6,"TOPIA","1916-0194","CULTURAL STUDIES - AHCI",86," N/A ",0.5,NA,0.6,0,2
"TOPICS IN CLINICAL NUTRITION","0883-5691",0.5,"TOP CLIN NUTR","1550-5146","NUTRITION & DIETETICS - SCIE",250," 83/88 ",0.5,"Q4",0.4,0.2,1
"TOPICS IN EARLY CHILDHOOD SPECIAL EDUCATION","0271-1214",2.1,"TOP EARLY CHILD SPEC","1538-4845","EDUCATION, SPECIAL - SSCI",1164," 14/43 ",2.2,"Q3",2,0.6,1
"TOPICS IN GERIATRIC REHABILITATION","0882-7524",0.5,"TOP GERIATR REHABIL","1550-2414","GERONTOLOGY - SSCI",411," 35/37 ",0.6,"Q4",0.5,0,2
"TOPICS IN LANGUAGE DISORDERS","0271-8294",1.4,"TOP LANG DISORD","1550-3259","LINGUISTICS - SSCI",894," 87/194 ",1.7,"Q2",1.4,1.5,2
"TOURISM CULTURE & COMMUNICATION","1098-304X",0.6,"TOUR CULT COMMUN","1943-4146","HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI",177," N/A ",0.8,NA,0.5,0.3,1
"TOWN PLANNING REVIEW","0041-0020",2,"TOWN PLAN REV","1478-341X","URBAN STUDIES - ESCI",1215," N/A ",2,NA,1.9,0.7,1
"TOXICOLOGIC PATHOLOGY","0192-6233",1.5,"TOXICOL PATHOL","1533-1601","PATHOLOGY - SCIE",6013," 59/76 ",2,"Q3",1.2,0.6,3
"TOXICOLOGICAL AND ENVIRONMENTAL CHEMISTRY","0277-2248",1.8,"TOXICOL ENVIRON CHEM","1029-0486","TOXICOLOGY - SCIE",1971," 86/94 ",1.7,"Q4",1.7,0.2,1
"TOXICOLOGICAL SCIENCES","1096-6080",3.8,"TOXICOL SCI","1096-0929","TOXICOLOGY - SCIE",18287," 29/94 ",4.3,"Q1",3.5,1,1
"TOXICOLOGY","0300-483X",4.5,"TOXICOLOGY","1879-3185","PHARMACOLOGY & PHARMACY - SCIE",15236," 76/278 ",4.6,"Q2",4.3,1.3,2
"TOXICOLOGY AND APPLIED PHARMACOLOGY","0041-008X",3.8,"TOXICOL APPL PHARM","1096-0333","PHARMACOLOGY & PHARMACY - SCIE",20884," 105/278 ",4,"Q2",3.7,1,2
"TOXICOLOGY AND INDUSTRIAL HEALTH","0748-2337",1.9,"TOXICOL IND HEALTH","1477-0393","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",3217," 162/207 ",2.3,"Q3",1.8,0.4,2
"TOXICOLOGY IN VITRO","0887-2333",3.2,"TOXICOL IN VITRO","1879-3177","TOXICOLOGY - SCIE",10928," 43/94 ",3.3,"Q2",3.1,0.5,1
"TOXICOLOGY LETTERS","0378-4274",3.5,"TOXICOL LETT","1879-3169","TOXICOLOGY - SCIE",16628," 33/94 ",3.8,"Q2",3.4,1,1
"TOXICOLOGY MECHANISMS AND METHODS","1537-6516",3.2,"TOXICOL MECH METHOD","1537-6524","TOXICOLOGY - SCIE",2668," 43/94 ",3.3,"Q2",3.1,0.6,1
"TOXICON","0041-0101",2.8,"TOXICON","1879-3150","PHARMACOLOGY & PHARMACY - SCIE",12938," 171/278 ",2.8,"Q3",2.5,0.9,2
"TPM-Testing Psychometrics Methodology in Applied Psychology","1972-6325",0.7,"TPM-TEST PSYCHOM MET",NA,"PSYCHOLOGY, APPLIED - ESCI",536," N/A ",1.1,NA,0.6,0.2,1
"TRACE ELEMENTS AND ELECTROLYTES","0946-2104",0.2,"TRACE ELEM ELECTROLY","0946-2104","ENDOCRINOLOGY & METABOLISM - SCIE",155," 143/145 ",0.3,"Q4",0.2,0,1
"TRAMES-Journal of the Humanities and Social Sciences","1406-0922",0.2,"TRAMES-J HUMANIT SOC","1736-7514","SOCIAL SCIENCES, INTERDISCIPLINARY - SSCI",175," 108/110 ",0.5,"Q4",0.2,0.3,1
"TRANSACTIONS OF THE ANCIENT MONUMENTS SOCIETY","0951-001X",0,"T ANCIENT MONUMENT","0951-001X","ARCHAEOLOGY - AHCI",7," N/A ",0,NA,0,NA,1
"TRANSACTIONS OF THE PHILOLOGICAL SOCIETY","0079-1636",0.3,"T PHILOL SOC","1467-968X","LANGUAGE & LINGUISTICS - AHCI",247," N/A ",0.3,NA,0.3,0.2,1
"TRANSACTIONS OF THE ROYAL SOCIETY OF SOUTH AUSTRALIA","0372-1426",0.8,"T ROY SOC SOUTH AUST","2204-0293","MULTIDISCIPLINARY SCIENCES - SCIE",434," 63/73 ",0.6,"Q4",0.7,0.5,1
"TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE","0035-9203",2.2,"T ROY SOC TROP MED H","1878-3503","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE",8199," 141/207 ",2.1,"Q4",2,0.4,2
"TRANSFUSION","0041-1132",2.9,"TRANSFUSION","1537-2995","HEMATOLOGY - SCIE",13946," 48/79 ",2.7,"Q3",2.3,0.5,1
"TRANSFUSION AND APHERESIS SCIENCE","1473-0502",1.9,"TRANSFUS APHER SCI","1878-1683","HEMATOLOGY - SCIE",2758," 66/79 ",1.7,"Q4",1.8,0.5,1
"TRANSFUSION CLINIQUE ET BIOLOGIQUE","1246-7820",1.7,"TRANSFUS CLIN BIOL",NA,"HEMATOLOGY - SCIE",700," 69/79 ",1.4,"Q4",1.5,0.6,2
"TRANSFUSION MEDICINE","0958-7578",1.5,"TRANSFUSION MED","1365-3148","HEMATOLOGY - SCIE",1367," 71/79 ",1.6,"Q4",1.5,0.4,1
"TRANSFUSION MEDICINE AND HEMOTHERAPY","1660-3796",2.2,"TRANSFUS MED HEMOTH","1660-3818","HEMATOLOGY - SCIE",1683," 62/79 ",2.8,"Q3",2,0.4,2
"TRANSFUSION MEDICINE REVIEWS","0887-7963",4.5,"TRANSFUS MED REV","1532-9496","HEMATOLOGY - SCIE",1658," 25/79 ",4.1,"Q2",4.5,1.1,1
"TRANSLATION REVIEW","0737-4836",0.5,"TRANSLATION REV","2164-0564","LANGUAGE & LINGUISTICS - AHCI",61," N/A ",0.3,NA,0.4,0,1
"TRANSPLANT INTERNATIONAL","0934-0874",3.1,"TRANSPL INT","1432-2277","SURGERY - SCIE",5902," 50/213 ",3.4,"Q1",2.9,0.8,2
"TRANSPLANTATION","0041-1337",6.2,"TRANSPLANTATION","1534-6080","IMMUNOLOGY - SCIE",25972," 45/161 ",5.1,"Q2",5.5,3.1,3
"TRANSPLANTATION PROCEEDINGS","0041-1345",0.9,"TRANSPL P","1873-2623","IMMUNOLOGY - SCIE",12052," 157/161 ",0.9,"Q4",0.9,0.2,3
"TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE","0965-8564",6.4,"TRANSPORT RES A-POL","1879-2375","ECONOMICS - SSCI",20122," 33/380 ",7,"Q1",5.9,1.5,1
"TRANSPORTATION RESEARCH PART B-METHODOLOGICAL","0191-2615",6.8,"TRANSPORT RES B-METH","1879-2367","ECONOMICS - SSCI",18547," 26/380 ",8,"Q1",6.2,1.1,1
"TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT","1361-9209",7.6,"TRANSPORT RES D-TR E","1879-2340","ENVIRONMENTAL STUDIES - SSCI",18796," 15/128 ",7.8,"Q1",6.9,1.2,1
"TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW","1366-5545",10.6,"TRANSPORT RES E-LOG","1878-5794","ECONOMICS - SSCI",17072," 5/380 ",10,"Q1",8.9,2.1,1
"TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR","1369-8478",4.1,"TRANSPORT RES F-TRAF","1873-5517","PSYCHOLOGY, APPLIED - SSCI",10377," 26/83 ",4.6,"Q2",3.5,0.8,1
"TRAVAIL HUMAIN","0041-1868",0.7,"TRAV HUMAIN","2104-3663","PSYCHOLOGY - SCIE",256," 77/81 ",0.9,"Q4",0.6,0.3,2
"TRENDS IN CARDIOVASCULAR MEDICINE","1050-1738",9.3,"TRENDS CARDIOVAS MED","1873-2615","CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE",4090," 16/143 ",7.3,"Q1",9.1,4,1
"TRENDS IN COGNITIVE SCIENCES","1364-6613",19.9,"TRENDS COGN SCI","1879-307X","BEHAVIORAL SCIENCES - SCIE",34074," 2/52 ",23,"Q1",19.6,3.5,3
"TRENDS IN ECOLOGY & EVOLUTION","0169-5347",16.8,"TRENDS ECOL EVOL","1872-8383","GENETICS & HEREDITY - SCIE",39957," 3/171 ",18.1,"Q1",16.3,5.1,1
